AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,target
26,64,30,8,7,50,6,8,77,64,1,0,0,3,3,14,15,2,2,3,43,100,55,1
106,86,64,25,39,274,7,8,12,0,0,0,0,1,1,8,8,0,0,0,50,100,67,1
110,78,47,9,9,372,7,8,89,13,1,0,0,3,8,52,10,0,0,3,23,100,44,0
113,72,35,6,12,234,6,2,56,19,0,0,0,1,4,42,45,2,2,0,20,96,38,1
43,66,71,1,6,193,6,6,51,19,1,1,1,2,12,40,40,0,0,3,25,98,64,1
79,63,38,0,2,204,6,2,79,77,2,2,2,3,4,21,26,4,4,2,73,85,70,1
45,73,33,-1,4,173,7,8,75,64,2,1,1,2,3,10,10,0,0,2,40,100,100,1
62,76,70,0,15,149,7,8,55,0,0,0,0,3,0,13,13,0,0,0,38,100,75,0
63,56,2,0,5,124,4,4,89,8,0,1,1,4,2,23,29,2,2,3,62,72,86,0
43,66,71,0,1,83,7,8,61,29,3,7,7,5,7,29,30,0,0,6,23,100,50,1
108,81,77,0,3,339,7,8,63,33,1,0,0,4,4,23,24,0,0,2,46,100,80,0
97,57,37,19,20,236,0,2,47,101,2,0,0,1,3,13,16,4,3,0,38,69,100,1
156,79,57,0,1,380,7,8,44,24,1,5,4,1,4,13,16,0,0,2,19,100,71,1
105,85,48,-1,5,122,7,8,50,11,0,4,4,1,2,18,28,0,0,2,44,100,75,1
61,75,22,-1,7,189,6,5,110,0,0,0,0,6,1,27,29,2,0,2,62,90,70,0
95,81,53,25,28,369,7,8,18,21,1,0,0,2,2,27,13,0,0,0,19,100,40,0
117,69,69,3,9,209,7,8,61,87,4,1,1,2,8,25,25,0,0,1,40,100,85,1
60,68,57,0,3,194,6,6,84,52,2,7,7,6,5,29,73,0,0,2,47,97,79,0
18,58,64,0,5,33,7,8,68,96,4,1,1,5,5,12,12,0,0,4,50,100,91,1
59,65,46,0,1,130,6,5,94,9,20,1,1,1,1,10,13,2,1,3,38,69,60,1
123,85,74,7,21,244,7,8,32,8,0,0,0,0,6,26,21,0,0,0,46,100,67,0
120,73,22,0,8,347,6,4,84,66,2,1,1,2,5,37,53,1,1,2,46,95,70,0
72,78,47,10,32,132,6,6,61,0,0,0,0,2,0,15,17,0,0,0,59,94,40,1
95,68,29,0,8,320,6,2,92,0,20,1,1,2,1,14,20,7,4,1,40,50,75,1
103,63,21,1,2,232,6,4,67,11,0,4,4,0,1,14,17,2,2,1,6,88,17,0
108,83,66,9,9,305,7,8,54,24,0,0,0,0,4,18,19,0,0,3,17,100,80,0
106,85,59,16,15,375,7,8,53,9,0,0,0,1,3,28,28,0,0,0,21,100,36,0
89,80,39,0,3,314,7,8,45,10,1,0,0,1,10,18,18,0,0,1,17,100,73,1
4,65,63,-1,0,14,7,8,98,1,0,9,9,2,1,3,6,0,0,5,33,100,50,0
44,63,22,-1,12,74,6,5,83,54,4,1,1,1,11,21,22,1,0,0,14,95,80,0
119,67,4,-1,3,247,4,6,98,53,2,1,1,2,7,27,3,0,0,3,22,93,60,0
41,82,35,0,21,69,7,8,43,13,0,1,1,1,1,10,10,0,0,0,10,100,67,1
89,63,49,0,11,173,6,6,52,86,11,1,1,1,13,36,36,0,0,1,3,97,78,1
162,75,3,25,15,328,4,6,41,7,0,0,0,0,5,19,19,0,0,0,0,84,45,0
116,71,48,0,12,227,6,4,49,83,2,2,2,1,2,15,18,2,1,0,28,78,60,0
48,70,71,0,0,82,6,6,44,20,1,7,7,0,5,17,19,0,0,2,16,95,45,1
115,64,35,19,20,175,6,5,74,85,6,0,0,1,9,13,16,2,0,0,19,56,91,1
5,56,64,0,4,6,7,8,46,135,1,11,11,1,1,2,2,0,0,2,50,100,100,1
49,67,7,0,2,143,4,6,76,53,1,5,5,1,2,11,12,0,0,2,25,83,43,0
148,68,50,0,8,335,7,8,73,89,7,1,1,1,9,18,18,0,0,1,22,100,91,1
87,56,1,-1,9,128,3,5,38,22,0,0,0,3,3,14,12,2,0,2,29,88,100,0
52,75,76,25,20,98,7,8,42,74,20,0,0,3,13,7,7,0,0,0,100,100,100,0
70,68,1,0,2,224,4,6,74,44,1,3,3,3,5,23,25,0,0,3,52,96,67,1
74,50,1,0,7,144,0,2,45,92,2,0,0,4,7,36,42,3,2,1,52,86,92,1
67,69,2,0,2,172,4,6,49,18,0,6,5,1,3,26,27,0,0,1,33,96,44,1
56,81,36,7,1,137,6,5,57,3,0,0,0,1,3,22,24,1,0,3,21,92,50,0
98,72,12,-1,4,196,6,6,60,24,0,7,6,1,7,31,32,0,0,3,34,94,73,1
88,88,43,25,23,261,7,8,62,7,0,0,0,1,3,22,22,0,0,0,23,100,36,0
74,77,24,0,4,197,6,6,91,36,1,1,1,2,3,26,29,0,0,4,28,97,71,0
94,60,6,0,11,236,3,5,31,107,1,0,0,2,1,19,21,3,2,1,40,90,60,1
94,77,40,14,15,159,6,6,46,60,2,0,0,2,4,15,9,0,0,0,33,93,50,1
72,73,14,-1,15,182,6,2,28,8,0,4,4,2,3,17,20,2,2,0,37,89,83,0
110,59,24,25,49,171,6,6,54,85,1,1,0,1,3,8,8,2,2,0,38,63,100,1
80,63,6,0,16,176,0,2,48,57,1,0,0,4,3,23,25,1,1,0,64,76,88,1
83,60,1,22,4,220,4,5,87,62,2,0,0,3,4,21,25,1,0,2,44,80,73,0
76,66,16,0,9,256,6,6,60,34,3,0,0,3,6,32,33,0,0,1,30,97,45,0
104,73,60,2,8,280,6,6,91,51,1,2,2,2,4,49,52,0,0,1,23,96,43,0
41,62,25,0,3,147,5,2,84,97,1,1,1,3,4,8,9,1,1,2,44,89,100,1
25,61,63,0,1,111,6,8,88,65,1,3,3,6,2,9,14,1,1,4,64,100,90,1
73,76,70,-1,1,178,7,8,37,98,1,3,3,2,3,6,11,0,0,1,38,100,83,1
97,80,65,14,3,381,7,8,80,38,0,0,0,2,2,35,37,0,0,2,37,100,57,0
32,57,9,0,4,71,4,6,83,53,2,2,2,6,5,24,24,0,0,4,46,92,87,1
104,87,47,0,6,156,7,8,56,26,0,0,0,1,2,13,13,0,0,1,15,100,30,0
94,68,15,2,2,346,6,6,68,85,2,3,3,5,3,26,28,0,0,2,57,96,90,0
64,66,41,0,15,115,6,5,58,66,2,5,4,1,5,13,15,2,1,0,14,93,75,1
101,75,50,0,4,429,7,8,34,38,2,1,1,2,16,46,46,0,0,3,30,100,78,1
114,70,12,-1,6,178,6,6,16,43,3,0,0,3,7,16,16,0,0,2,31,88,92,1
44,68,11,0,5,104,4,2,48,36,1,1,1,1,5,22,24,2,2,5,21,92,54,1
91,74,43,21,10,152,7,8,49,29,1,0,0,3,5,25,25,0,0,1,36,100,80,0
72,84,43,6,16,127,7,8,52,13,0,0,0,4,1,8,8,0,0,0,75,100,100,0
52,70,61,1,6,118,6,6,64,54,1,2,2,1,2,24,26,0,0,5,38,88,60,1
71,70,39,20,0,178,6,6,63,57,2,0,0,4,5,32,36,0,0,1,42,97,75,0
40,64,36,0,3,105,7,8,116,82,1,12,12,8,1,21,21,0,0,8,43,100,83,1
65,69,35,0,20,111,6,6,73,11,20,0,0,1,1,14,17,2,2,0,33,93,67,0
120,74,58,0,12,235,7,8,58,52,4,0,0,3,13,34,34,0,0,0,32,100,74,1
89,76,71,1,12,242,7,8,39,61,1,1,1,3,4,42,32,0,0,0,19,100,58,1
15,56,43,-1,4,34,7,8,78,100,2,2,2,5,2,9,9,0,0,3,67,100,100,1
65,61,32,0,8,176,6,6,72,54,2,1,0,3,5,24,25,0,0,3,44,80,89,1
99,80,76,1,24,175,7,8,24,1,0,1,1,2,3,15,15,0,0,0,33,100,100,0
85,81,16,4,3,271,6,6,60,6,1,1,1,1,3,19,21,0,0,3,33,95,36,0
62,68,4,1,5,203,4,6,58,1,1,3,3,1,2,28,29,2,2,1,21,96,25,0
76,66,59,3,4,196,7,8,98,37,4,1,1,3,9,41,43,0,0,3,17,100,55,0
90,79,76,1,5,163,7,8,38,14,1,2,2,2,2,17,23,0,0,1,12,100,67,0
96,87,45,25,17,270,7,8,36,8,0,0,0,3,3,19,51,0,0,0,45,100,67,0
38,76,60,0,4,82,6,6,95,13,1,1,1,2,2,15,16,0,0,3,31,94,36,1
42,55,1,0,6,108,4,6,62,83,4,9,9,2,7,18,18,1,1,1,50,83,90,1
105,68,11,1,8,273,0,2,77,5,0,1,1,4,9,44,25,3,1,2,20,86,68,0
131,82,12,4,37,220,6,6,45,1,0,1,1,2,1,15,15,0,0,0,20,87,50,0
69,66,67,5,6,150,7,8,42,74,4,0,0,1,8,32,34,0,0,2,34,100,100,0
109,64,7,0,22,139,3,5,54,82,20,2,2,1,14,3,5,2,1,0,60,80,100,1
79,73,46,-1,5,197,7,8,70,31,1,3,3,6,2,40,6,0,0,2,25,100,38,0
71,78,69,0,5,143,7,8,73,12,1,1,0,2,4,60,61,0,0,4,16,100,23,0
169,76,31,15,15,330,7,8,56,35,3,0,0,1,5,25,19,0,0,0,16,100,41,0
91,65,75,0,5,259,7,8,55,89,5,1,1,0,7,18,27,0,0,2,11,100,80,1
87,73,23,-1,17,164,6,5,47,35,0,2,2,1,2,20,22,1,0,0,50,91,43,0
133,65,4,0,2,421,4,5,83,30,2,0,0,3,7,30,34,1,0,1,47,88,100,1
85,73,52,25,13,163,6,6,39,34,2,0,0,2,4,27,29,0,0,0,41,97,60,1
97,77,45,-1,8,191,6,6,58,43,0,0,0,1,2,11,14,0,0,1,50,86,100,0
147,62,10,0,6,489,4,6,54,46,2,3,3,1,6,17,21,0,0,1,19,67,62,1
80,74,23,0,11,124,6,3,66,7,0,0,0,9,3,36,45,4,2,1,69,91,75,1
62,73,70,-1,14,163,6,8,66,17,20,2,2,3,1,14,15,1,1,0,60,100,80,0
81,79,63,-1,5,262,7,8,52,13,0,0,0,3,6,26,30,0,0,2,31,100,90,0
95,65,0,-1,37,241,4,6,43,51,1,1,1,1,3,15,17,0,0,0,29,76,80,1
75,66,70,-1,4,143,6,8,60,95,1,2,2,0,2,10,10,1,1,1,30,100,100,1
78,68,6,0,12,164,4,6,56,67,2,2,2,10,4,48,50,1,1,0,29,94,74,1
86,75,60,6,6,169,6,6,71,57,2,0,0,2,3,20,41,0,0,2,57,95,83,1
106,89,73,0,1,363,6,7,74,2,0,1,1,2,5,21,24,0,0,1,29,100,64,0
50,65,3,10,1,150,4,6,100,33,1,0,0,3,2,23,26,0,0,2,46,92,50,1
94,72,72,8,11,324,7,8,64,43,1,1,1,4,3,23,23,0,0,1,35,100,64,0
85,74,45,4,11,254,7,8,38,93,2,1,1,3,2,10,10,0,0,1,50,100,100,0
43,72,11,0,20,150,3,5,53,4,0,3,3,2,4,7,25,1,0,0,25,88,75,1
159,65,3,0,10,521,4,6,85,19,0,0,0,2,7,36,39,0,0,1,41,90,64,0
38,71,55,6,4,78,6,2,41,27,1,0,0,1,6,18,21,1,1,3,32,95,64,1
116,77,56,0,7,239,6,6,63,34,1,1,1,1,1,20,21,0,0,1,19,95,22,1
87,65,3,4,5,247,4,6,22,11,1,1,1,2,10,50,52,0,0,3,16,96,55,0
58,54,6,-1,4,123,4,5,98,50,1,1,1,4,4,36,40,1,0,4,56,92,73,0
71,78,51,-1,7,253,7,8,61,47,1,0,0,4,3,24,52,0,0,3,52,100,70,0
96,65,26,3,3,256,6,6,88,56,2,1,1,3,11,42,46,0,0,3,30,91,67,1
110,90,70,4,4,351,7,8,77,2,0,1,1,8,1,34,36,0,0,3,44,100,53,0
56,63,2,5,6,158,4,6,6,7,0,0,0,2,2,24,16,0,0,2,24,92,29,1
65,83,36,-1,33,152,7,8,49,78,20,1,1,1,13,14,17,0,0,0,29,100,100,1
88,80,58,-1,4,190,7,8,41,62,0,0,0,3,2,30,32,0,0,2,53,100,83,0
109,86,76,25,2,232,7,8,45,4,1,0,0,1,4,23,7,0,0,1,4,100,29,0
87,86,21,0,14,201,6,6,43,1,0,1,1,1,2,17,18,0,0,0,33,94,33,0
95,57,15,1,38,146,5,2,41,29,1,7,7,1,2,9,6,7,5,0,33,28,43,1
40,66,41,1,4,111,7,8,55,80,3,3,3,2,5,9,9,0,0,2,33,100,88,0
97,71,54,0,9,358,7,8,2,29,2,0,0,2,7,39,39,0,0,1,10,100,37,1
44,67,71,0,2,220,6,6,59,34,1,1,1,1,4,20,22,0,0,10,19,95,50,0
187,90,55,25,53,325,7,8,51,0,0,0,0,0,1,14,19,0,0,0,14,100,11,0
46,67,23,0,3,100,6,2,83,13,0,3,3,1,1,8,9,1,1,1,33,67,50,1
65,55,1,1,10,171,4,6,56,83,2,2,2,12,6,52,54,1,1,1,69,98,90,1
81,66,37,0,6,341,6,3,72,68,2,0,0,7,8,31,35,4,4,3,43,86,89,1
25,63,49,0,13,50,7,8,72,76,1,5,5,2,3,10,10,0,0,0,60,100,83,1
132,91,78,3,100,178,7,8,50,0,0,1,1,0,0,5,7,0,0,0,71,100,0,0
47,56,7,0,22,100,0,2,58,73,20,1,1,1,12,2,5,3,2,0,20,40,100,1
106,68,78,0,17,264,6,6,65,64,3,0,0,3,5,22,26,0,0,0,46,88,90,1
83,80,60,0,9,174,6,6,56,78,0,0,0,1,1,20,21,0,0,1,43,95,100,0
43,69,32,0,10,59,6,3,81,18,0,0,0,2,1,10,12,2,2,1,50,75,75,1
73,66,5,0,10,197,4,6,41,12,1,1,1,1,7,28,29,0,0,2,24,90,57,0
72,73,37,-1,13,221,6,6,18,94,2,0,0,2,2,12,12,0,0,0,25,92,67,1
75,50,14,0,18,118,6,2,69,154,1,5,5,1,1,3,7,3,3,0,29,43,100,1
50,68,54,4,4,108,7,8,60,66,3,4,4,2,6,15,18,0,0,3,44,100,100,1
86,61,6,1,9,92,4,6,86,65,3,2,2,3,5,25,30,0,0,1,44,96,100,1
57,69,32,4,11,127,7,8,91,48,3,2,2,3,5,29,29,0,0,1,34,100,80,1
71,85,50,1,1,143,7,8,100,12,0,1,1,2,2,12,13,0,0,3,23,100,50,1
98,77,6,25,3,273,4,6,49,11,2,0,0,1,2,26,28,0,0,1,39,96,33,0
33,79,73,11,3,71,7,8,94,11,0,0,0,2,3,12,12,0,0,3,25,100,56,0
97,73,45,0,5,254,6,5,32,54,2,2,2,3,4,22,23,1,0,2,39,96,78,1
91,54,2,0,2,232,4,6,36,97,0,1,1,3,6,19,23,0,0,3,48,70,90,1
89,86,45,0,1,166,7,8,54,3,0,2,2,2,4,14,16,0,0,3,38,100,75,0
141,89,31,25,30,400,7,8,59,7,0,0,0,1,2,15,15,0,0,0,27,100,43,0
116,59,0,0,24,167,4,5,44,92,8,0,0,1,11,28,32,2,0,0,13,75,93,1
81,59,5,-1,7,131,4,5,48,75,1,2,2,2,3,13,17,1,0,1,50,69,100,1
13,60,40,-1,9,21,6,8,53,94,2,0,0,1,2,3,3,1,1,2,33,100,100,1
81,64,3,10,12,145,4,6,75,60,1,0,0,4,2,28,30,0,0,0,61,97,75,0
81,80,45,10,2,459,7,8,66,29,0,0,0,4,2,31,37,0,0,3,50,100,64,0
64,82,53,-1,9,200,7,8,40,10,0,2,2,0,5,20,20,0,0,1,5,100,50,0
59,66,79,1,2,139,6,8,69,60,3,1,1,1,6,20,21,1,1,4,24,100,88,0
48,61,5,0,4,109,4,6,82,64,1,5,5,2,2,11,13,0,0,2,62,92,80,1
45,60,6,0,6,125,4,6,54,27,2,1,1,6,7,39,39,0,0,3,18,95,42,0
88,72,78,0,2,406,6,6,38,40,2,0,0,1,6,8,9,0,0,1,11,89,78,1
80,67,17,12,12,140,5,6,60,87,3,0,0,1,4,11,11,0,0,0,55,73,100,1
9,57,52,-1,1,132,7,8,98,31,1,8,8,3,7,12,5,0,0,10,23,100,85,1
152,91,55,25,58,401,7,8,53,3,0,0,0,0,1,9,9,0,0,0,44,100,25,0
52,75,20,-1,6,212,6,5,44,16,20,2,2,2,2,16,24,1,0,2,53,88,44,1
72,87,59,16,11,172,7,8,25,0,0,0,0,2,1,19,19,0,0,1,32,100,27,0
155,88,77,2,10,368,7,8,57,7,0,1,1,1,4,16,17,0,0,1,18,100,71,0
63,82,65,0,16,125,7,8,56,28,0,1,0,1,1,9,9,0,0,0,33,100,40,0
73,67,38,4,7,139,6,6,92,48,1,1,1,2,5,24,25,1,1,1,24,96,70,0
170,76,31,0,3,314,6,3,57,2,0,2,2,1,2,7,9,2,1,1,11,67,43,1
102,90,56,8,8,414,7,8,93,0,0,0,0,2,1,22,22,0,0,1,36,100,33,0
63,87,66,0,10,208,7,8,70,9,0,0,0,3,5,42,42,0,0,2,26,100,56,1
39,72,60,-1,1,191,7,8,97,30,1,3,3,2,6,23,35,0,0,5,19,100,44,1
112,63,12,0,2,282,6,6,58,51,3,1,0,2,7,20,21,0,0,1,29,71,77,1
40,60,79,-1,9,206,6,6,81,99,1,0,0,5,1,8,9,2,2,2,88,88,100,1
81,75,59,0,5,176,7,8,23,63,0,1,1,3,2,22,25,0,0,2,60,100,83,1
82,74,5,0,0,172,4,6,55,3,0,2,2,1,2,14,16,0,0,2,38,81,43,1
86,64,28,1,5,218,6,6,90,45,1,1,1,2,6,33,34,0,0,2,38,82,73,0
92,76,66,4,7,284,6,3,20,27,0,1,1,3,1,13,15,1,1,1,43,93,100,0
120,85,62,4,4,326,7,8,39,5,0,3,3,2,2,21,44,0,0,1,26,100,31,0
74,84,30,0,5,138,6,6,37,5,0,1,1,1,3,24,28,0,0,1,57,96,57,1
76,56,36,-1,0,191,0,8,60,51,1,3,3,5,13,53,54,1,1,7,48,100,78,1
80,61,19,0,1,231,6,4,81,51,3,6,5,5,7,29,31,1,1,4,42,97,63,1
50,74,33,0,3,145,7,8,52,46,1,1,1,1,4,15,15,0,0,2,33,100,86,1
105,71,49,2,1,346,7,8,59,51,5,1,1,3,11,34,62,0,0,6,16,100,58,0
121,76,46,0,9,287,7,8,72,34,2,0,0,3,4,35,36,0,0,1,19,100,50,0
76,62,4,0,6,143,4,3,96,61,3,0,0,2,6,21,23,2,2,1,22,83,73,0
90,81,42,1,11,147,6,5,52,0,0,2,2,0,2,9,10,1,0,1,10,90,29,0
36,60,6,-1,1,62,4,6,60,86,1,2,2,1,2,4,6,0,0,1,17,50,75,1
64,67,3,0,17,143,4,5,45,3,0,3,3,1,2,8,5,1,0,0,50,40,75,1
105,85,60,25,34,392,6,5,9,3,0,0,0,2,1,15,16,1,0,0,56,94,50,0
121,79,61,0,4,261,6,6,45,11,0,2,2,0,2,14,14,0,0,2,7,93,50,0
43,65,38,0,6,94,6,5,88,18,0,0,0,3,5,31,36,2,1,5,42,91,50,1
46,63,16,0,6,119,6,5,46,87,7,1,1,2,9,24,28,1,0,4,39,93,92,1
45,67,55,0,10,101,7,8,67,24,2,4,4,3,3,24,25,0,0,1,38,100,43,1
27,70,51,0,3,45,7,8,45,55,0,1,1,1,1,3,4,0,0,1,67,100,100,1
53,56,9,0,2,127,4,6,98,40,3,11,11,4,7,40,41,0,0,6,41,95,85,1
97,73,66,0,3,304,7,8,89,19,2,1,1,5,6,54,54,0,0,4,37,100,50,0
60,75,29,3,3,153,6,2,52,1,0,1,1,1,4,29,0,1,1,2,3,97,28,0
89,87,51,5,5,169,7,8,86,4,0,0,0,2,4,15,15,0,0,1,20,100,50,0
79,76,9,18,6,204,4,6,53,0,0,0,0,3,3,15,15,0,0,2,40,87,60,0
126,86,57,-1,14,172,7,8,66,30,0,0,0,2,1,20,21,0,0,0,43,100,75,0
179,83,52,1,2,384,7,8,50,4,0,1,1,1,1,24,26,0,0,1,19,100,38,0
109,86,69,0,8,327,7,8,55,18,0,0,0,1,2,18,18,0,0,1,28,100,43,0
114,66,68,0,1,286,6,6,45,67,2,0,0,4,12,45,46,0,0,1,20,93,71,1
58,68,23,0,3,108,6,6,78,31,1,0,0,3,4,15,16,0,0,1,25,81,70,1
107,77,43,1,14,178,7,8,86,39,0,1,1,2,4,20,22,0,0,0,55,100,100,0
79,74,41,8,6,265,7,8,92,96,2,0,0,4,2,28,30,0,0,2,53,100,88,0
78,61,7,25,8,171,4,6,68,49,2,0,0,3,7,40,42,0,0,1,24,93,67,0
63,86,69,-1,7,147,7,8,91,6,0,1,0,2,1,15,15,0,0,1,47,100,60,0
142,58,12,0,1,421,6,6,101,78,7,3,3,4,9,24,25,0,0,1,20,96,87,0
69,55,2,-1,4,266,0,2,36,5,0,5,5,4,3,21,55,2,1,4,50,88,100,1
138,59,5,0,2,324,4,6,45,68,3,1,1,1,7,24,27,0,0,1,26,85,90,1
48,86,73,4,5,66,7,8,80,9,0,1,1,1,3,10,10,0,0,2,20,100,80,0
62,58,1,0,14,125,4,6,49,81,1,2,2,2,3,10,10,5,5,0,60,80,83,0
92,54,5,0,15,244,4,2,80,78,5,0,0,2,12,36,42,2,2,0,21,69,61,1
136,89,72,11,10,447,7,8,67,13,0,0,0,1,1,6,7,0,0,1,43,100,67,0
89,63,3,0,19,278,4,6,40,30,3,3,3,1,11,37,38,0,0,0,24,95,86,1
51,66,9,0,5,123,4,6,61,38,1,4,3,3,5,38,26,0,0,1,26,97,53,1
116,64,31,0,15,303,6,2,13,12,0,2,2,4,3,18,19,6,5,0,52,65,70,0
66,66,45,0,8,278,6,5,86,47,0,4,4,2,1,6,8,2,0,2,75,75,100,1
50,59,1,-1,0,256,4,5,74,93,2,1,1,6,3,11,16,1,0,1,75,44,90,1
92,56,2,0,28,233,4,6,56,77,4,1,1,1,7,19,20,0,0,0,21,79,73,1
95,78,23,-1,5,260,6,6,42,25,0,4,4,7,4,49,49,0,0,3,55,98,50,0
68,57,8,0,6,154,4,4,30,38,0,1,1,1,6,24,28,2,1,3,14,71,42,1
80,62,6,0,12,181,4,6,58,67,2,1,1,1,4,26,26,0,0,0,15,88,67,1
62,73,3,2,3,165,0,2,55,10,0,1,1,5,4,22,23,2,2,5,39,96,69,0
51,62,3,0,1,164,4,6,62,17,2,1,1,3,8,31,32,0,0,2,28,91,52,1
64,60,11,0,7,151,0,4,90,8,0,0,0,2,3,10,17,7,4,2,36,64,83,1
54,60,11,1,1,168,4,2,84,76,4,1,1,3,14,33,37,2,1,3,25,81,71,1
128,77,60,0,5,154,7,8,65,48,1,1,1,1,5,17,17,0,0,1,33,100,75,0
62,62,3,0,4,96,4,2,48,6,0,0,0,1,1,8,9,1,1,1,22,56,33,1
95,79,37,6,34,171,7,8,54,76,20,0,0,1,13,6,6,0,0,0,67,100,100,0
66,69,4,0,2,280,4,6,76,32,0,3,3,4,6,19,23,0,0,4,52,96,77,1
63,77,76,0,13,101,7,8,3,36,1,1,1,2,2,31,32,0,0,0,9,100,40,0
130,69,61,0,2,369,6,5,38,46,0,2,2,3,6,23,30,1,0,3,30,93,91,0
37,69,51,0,1,98,7,8,91,51,1,2,2,2,3,8,12,0,0,5,42,100,71,0
92,57,4,-1,5,323,4,3,61,61,1,2,2,3,2,13,15,2,1,1,27,67,63,1
106,73,58,-1,17,191,6,6,59,73,20,0,0,1,12,22,22,0,0,0,18,95,93,1
152,92,42,25,25,233,7,8,48,0,0,0,0,1,2,35,36,0,0,0,11,100,38,0
91,63,76,-1,2,260,0,8,100,31,0,2,2,2,3,19,23,1,1,4,30,100,75,0
194,86,50,-1,20,256,7,8,63,0,0,0,0,1,0,20,25,0,0,0,40,100,25,0
46,76,69,7,5,85,7,8,37,34,0,0,0,2,6,19,19,0,0,2,37,100,80,0
42,70,25,-1,7,88,6,2,63,38,20,2,2,5,2,14,16,1,1,2,67,93,88,1
114,76,31,10,9,65,6,8,74,20,1,0,0,1,3,21,3,1,1,3,24,100,50,0
72,78,52,-1,5,311,7,8,58,32,1,1,1,2,2,17,17,0,0,3,35,100,57,0
83,73,36,4,1,61,6,6,95,8,0,1,1,3,5,33,25,6,6,5,51,91,67,1
81,60,2,-1,32,162,4,4,54,102,1,0,0,0,2,7,10,2,2,0,56,78,67,1
96,51,2,0,13,186,0,2,50,79,3,4,3,3,5,22,25,3,1,0,56,84,100,1
41,62,14,-1,12,152,6,6,51,82,3,0,0,1,4,12,12,0,0,0,33,92,100,1
145,70,60,0,145,145,6,6,56,73,20,1,1,1,11,2,2,0,0,0,100,50,100,1
63,87,68,-1,42,85,7,8,44,2,0,1,1,1,2,7,7,0,0,0,29,100,100,0
86,81,59,0,2,302,6,6,69,1,0,0,0,5,3,37,41,0,0,4,41,95,50,0
85,75,50,15,5,71,7,8,64,89,3,0,0,2,5,20,6,0,0,1,35,100,78,1
104,62,16,0,14,265,5,5,77,78,1,4,4,2,5,28,40,6,1,0,44,67,78,1
94,61,5,18,20,329,0,2,3,63,1,0,0,3,2,16,17,4,4,0,47,94,100,1
82,81,42,0,2,368,7,8,58,7,0,3,3,2,4,51,52,0,0,6,19,100,32,0
78,72,69,25,12,444,7,8,60,74,4,0,0,0,5,18,16,0,0,0,22,100,63,1
57,65,35,7,8,147,6,2,73,64,0,0,0,4,1,9,11,4,4,2,91,82,100,0
89,72,43,-1,1,320,7,8,57,31,2,0,0,1,7,35,37,3,3,3,27,100,57,1
90,69,43,22,7,200,6,8,74,17,1,0,0,2,2,23,24,2,2,1,42,100,80,0
63,75,75,-1,14,181,7,8,83,35,2,0,0,3,4,38,39,0,0,0,28,100,50,0
93,89,51,0,19,231,7,8,73,2,0,0,0,3,1,22,22,0,0,0,23,100,27,0
58,73,53,0,2,188,7,8,87,43,2,4,4,3,5,23,25,0,0,5,40,100,62,0
70,75,44,-1,3,129,6,6,11,47,0,1,1,2,3,22,23,0,0,3,13,96,71,0
61,79,47,1,2,137,6,7,61,25,1,1,1,2,4,31,33,0,0,1,36,97,40,0
123,86,69,0,10,310,7,8,45,3,0,2,2,2,1,22,22,0,0,1,32,100,43,1
91,66,34,9,2,305,6,5,80,54,3,0,0,3,12,44,31,1,0,5,17,93,63,0
115,69,31,5,5,141,6,4,75,77,1,0,0,2,1,8,26,1,1,1,80,90,100,1
69,73,10,0,0,150,6,6,78,8,1,2,2,2,1,24,0,0,0,4,20,88,27,0
36,79,74,8,3,70,7,8,103,13,0,0,0,3,2,16,16,0,0,1,31,100,56,0
59,77,67,-1,16,117,7,8,54,34,1,1,1,1,2,11,12,0,0,0,18,100,38,1
53,62,5,0,6,133,4,6,62,0,0,1,1,1,1,10,10,0,0,1,20,80,60,1
133,82,71,-1,17,311,7,8,49,34,1,0,0,2,4,18,21,0,0,0,22,100,60,0
80,74,56,-1,7,127,6,6,88,29,0,1,1,3,4,31,46,0,0,3,57,98,78,1
61,80,20,4,4,148,6,6,49,3,0,4,2,3,1,13,0,0,0,4,50,93,67,0
40,63,29,-1,2,123,6,4,52,77,1,0,0,1,3,5,7,1,1,4,43,86,100,1
92,87,57,3,7,301,7,8,40,8,0,1,1,1,2,19,19,0,0,1,21,100,33,1
106,83,27,0,3,364,6,3,54,17,0,4,4,1,4,22,28,1,1,2,13,91,63,0
114,78,55,-1,25,225,7,8,21,56,2,1,1,3,7,31,33,0,0,0,30,100,73,1
72,66,16,0,6,174,6,4,87,37,4,1,0,2,9,29,32,3,2,2,19,87,65,1
78,72,4,0,4,206,4,6,68,22,1,7,6,3,10,33,34,0,0,8,29,97,81,1
93,73,14,1,2,233,6,4,75,2,0,2,2,4,1,29,33,1,1,3,33,94,40,0
113,59,3,4,4,404,4,2,67,2,0,1,1,2,5,25,29,1,1,2,28,83,44,1
